17.10.2016 @ 23:23:40: Die Datei existiert schon, enthält aber keinen Inhalt, deswegen wird die Datei überschrieben | Bytes:#i,
17.10.2016 @ 23:23:40: Die Datei existiert bereits | File: mainwindow.cpp,Path: \Projekte\Wecker\Projekt\mainwindow.cpp
17.10.2016 @ 23:23:40: Die Datei existiert schon, enthält aber keinen Inhalt, deswegen wird die Datei überschrieben | Bytes:#i,
17.10.2016 @ 23:23:40: Die Datei existiert bereits | File: mainwindow.h,Path: \Projekte\Wecker\Projekt\mainwindow.h
17.10.2016 @ 23:23:40: Die Datei existiert schon, enthält aber keinen Inhalt, deswegen wird die Datei überschrieben | Bytes:#i,
17.10.2016 @ 23:23:40: Die Datei existiert bereits | File: mainwindow.ui,Path: \Projekte\Wecker\Projekt\mainwindow.ui
17.10.2016 @ 23:23:40: Die Datei existiert schon, enthält aber keinen Inhalt, deswegen wird die Datei überschrieben | Bytes:<?,
17.10.2016 @ 23:23:40: Die Datei existiert bereits | File: Wecker.pro,Path: \Projekte\Wecker\Projekt\Wecker.pro
17.10.2016 @ 23:23:40: Die Datei existiert schon, enthält aber keinen Inhalt, deswegen wird die Datei überschrieben | Bytes:#-,
17.10.2016 @ 23:23:40: Die Datei existiert bereits | File: Wecker.pro.user,Path: \Projekte\Wecker\Projekt\Wecker.pro.user
17.10.2016 @ 23:23:40: Die Datei existiert schon, enthält aber keinen Inhalt, deswegen wird die Datei überschrieben | Bytes:<?,
17.10.2016 @ 23:23:40: Die Datei existiert bereits | File: main.o,Path: \Projekte\Weihnachten\Build\main.o
17.10.2016 @ 23:23:40: Die Datei existiert schon, enthält aber keinen Inhalt, deswegen wird die Datei überschrieben | Bytes:E,
17.10.2016 @ 23:23:40: Die Datei existiert bereits | File: mainwindow.o,Path: \Projekte\Weihnachten\Build\mainwindow.o
17.10.2016 @ 23:23:40: Die Datei existiert schon, enthält aber keinen Inhalt, deswegen wird die Datei überschrieben | Bytes:E,
17.10.2016 @ 23:23:40: Die Datei existiert bereits | File: Makefile,Path: \Projekte\Weihnachten\Build\Makefile
17.10.2016 @ 23:23:40: Die Datei existiert schon, enthält aber keinen Inhalt, deswegen wird die Datei überschrieben | Bytes:##,
17.10.2016 @ 23:23:40: Die Datei existiert bereits | File: moc_mainwindow.cpp,Path: \Projekte\Weihnachten\Build\moc_mainwindow.cpp
17.10.2016 @ 23:23:40: Die Datei existiert schon, enthält aber keinen Inhalt, deswegen wird die Datei überschrieben | Bytes:/*,
17.10.2016 @ 23:23:40: Die Datei existiert bereits | File: moc_mainwindow.o,Path: \Projekte\Weihnachten\Build\moc_mainwindow.o
17.10.2016 @ 23:23:40: Die Datei existiert schon, enthält aber keinen Inhalt, deswegen wird die Datei überschrieben | Bytes:E,
17.10.2016 @ 23:23:40: Die Datei existiert bereits | File: ui_mainwindow.h,Path: \Projekte\Weihnachten\Build\ui_mainwindow.h
17.10.2016 @ 23:23:40: Die Datei existiert schon, enthält aber keinen Inhalt, deswegen wird die Datei überschrieben | Bytes:/*,
17.10.2016 @ 23:23:40: Die Datei existiert bereits | File: Weihnachten,Path: \Projekte\Weihnachten\Build\Weihnachten
17.10.2016 @ 23:23:40: Die Datei existiert schon, enthält aber keinen Inhalt, deswegen wird die Datei überschrieben | Bytes:E,
17.10.2016 @ 23:23:40: Die Datei existiert bereits | File: WP1.jpg,Path: \Projekte\Weihnachten\Files\WP1.jpg
17.10.2016 @ 23:23:40: Die Datei existiert schon, enthält aber keinen Inhalt, deswegen wird die Datei überschrieben | Bytes:ÿØ,
17.10.2016 @ 23:23:40: Die Datei existiert bereits | File: main.cpp,Path: \Projekte\Weihnachten\Projekt\Weihnachten\main.cpp
17.10.2016 @ 23:23:40: Die Datei existiert schon, enthält aber keinen Inhalt, deswegen wird die Datei überschrieben | Bytes:#i,
17.10.2016 @ 23:23:40: Die Datei existiert bereits | File: mainwindow.cpp,Path: \Projekte\Weihnachten\Projekt\Weihnachten\mainwindow.cpp
17.10.2016 @ 23:23:40: Die Datei existiert schon, enthält aber keinen Inhalt, deswegen wird die Datei überschrieben | Bytes:#i,
17.10.2016 @ 23:23:40: Die Datei existiert bereits | File: mainwindow.h,Path: \Projekte\Weihnachten\Projekt\Weihnachten\mainwindow.h
17.10.2016 @ 23:23:40: Die Datei existiert schon, enthält aber keinen Inhalt, deswegen wird die Datei überschrieben | Bytes:#i,
17.10.2016 @ 23:23:40: Die Datei existiert bereits | File: mainwindow.ui,Path: \Projekte\Weihnachten\Projekt\Weihnachten\mainwindow.ui
17.10.2016 @ 23:23:40: Die Datei existiert schon, enthält aber keinen Inhalt, deswegen wird die Datei überschrieben | Bytes:<u,
17.10.2016 @ 23:23:40: Die Datei existiert bereits | File: Weihnachten.pro,Path: \Projekte\Weihnachten\Projekt\Weihnachten\Weihnachten.pro
17.10.2016 @ 23:23:40: Die Datei existiert schon, enthält aber keinen Inhalt, deswegen wird die Datei überschrieben | Bytes:#-,
17.10.2016 @ 23:23:40: Die Datei existiert bereits | File: Weihnachten.pro.user,Path: \Projekte\Weihnachten\Projekt\Weihnachten\Weihnachten.pro.user
17.10.2016 @ 23:23:40: Die Datei existiert schon, enthält aber keinen Inhalt, deswegen wird die Datei überschrieben | Bytes:<?,
